189,11,21
190,1,0
191,20,17
192,20,16
193,2,0
194,5,9
195,17,0
196,24,26
197,30,6
198,2,7
199,21,0
200,18,5
201,18,6
202,22,0
203,5,12
204,18,0
205,18,0
206,4,22
207,19,21
208,14,0
209,12,0
210,9,0
211,14,24
212,9,2
213,20,0
214,28,0
215,5,0
216,29,20
217,8,0
218,29,11
219,6,0
220,6,9
221,11,0
222,14,0
223,1,0
224,5,24
225,10,0
226,23,6
227,6,0
228,26,15
229,22,0
230,7,26
231,26,0
232,16,14
233,2,15
234,23,7
235,5,0
236,30,12
237,10,4
238,17,0
239,17,10
240,5,0
241,22,0
242,4,0
243,6,24
244,17,7
245,16,17
246,22,0
247,18,0
248,14,19
249,19,0
250,24,0
251,29,13
252,18,0
253,1,6
254,29,14
255,28,20
256,13,0
257,21,0
258,29,0
259,11,0
260,17,22
261,14,0
262,20,0
263,28,20
264,26,14
265,25,0
266,6,1
267,5,0
268,19,0
269,15,0
270,4,7
271,6,0
272,25,0
273,24,0
274,17,22
275,28,5
276,6,1
277,5,0
278,29,0
279,29,0
280,27,11
281,6,0
282,8,9
283,18,0
284,26,1
285,11,4
286,13,15
287,5,13
288,12,0
289,3,20
290,18,0
291,14,0
292,7,0
293,16,0
294,11,0
295,13,2
296,15,0
297,10,24
298,2,8
299,15,6
300,24,0
301,5,21
302,14,0
303,13,1
304,18,0
305,28,0
306,12,0
307,4,27
308,28,19
309,10,0
310,19,0
311,21,0
312,10,0
313,22,24
314,10,0
315,20,0
316,23,26
317,6,25
318,24,26
319,20,0
320,20,0
321,12,23
322,16,0
323,22,9
324,28,0
325,3,19
326,24,0
327,11,4
328,10,8
329,3,0
330,13,22
331,12,0
332,7,0
333,13,27
334,14,0
335,5,16
336,6,5
337,20,0
338,9,0
339,23,8
340,5,19
341,27,11
342,21,0
343,14,11
344,3,0
345,5,0
346,28,0
347,28,3
348,3,10
349,19,14
350,4,0
351,5,0
352,4,0
353,30,7
354,2,18
355,2,1
356,26,0
357,16,0
358,18,10
359,13,0
360,2,12
361,18,9
362,3,10
363,20,30
364,5,0
365,27,13
366,10,11
367,3,28
368,9,0
369,14,0
370,28,16
371,17,22
372,15,0
373,10,0
374,7,16
375,18,0
376,4,28
377,6,0
378,4,3
379,1,29
380,12,21
381,12,21
382,24,18
383,26,0
384,24,0
385,9,21
386,13,15
387,29,22
388,2,0
389,17,11
390,19,30
391,3,0
392,8,0
393,26,0
394,5,0
395,19,5
396,26,23
397,10,0
398,14,0
399,9,0
400,12,30
401,3,6
402,18,6
403,13,16
404,6,3
405,1,0
406,17,0
407,2,21
408,18,0
409,24,2
410,12,30
411,17,0
412,11,0
413,19,0
414,30,28
415,6,0
416,9,16
417,3,8
418,18,0
419,7,29
420,24,0
421,10,13
422,28,26
423,4,0
424,20,2
425,27,12
426,8,0
427,12,0
428,9,19
429,4,22
430,15,28
431,18,0
432,1,0
433,26,17
434,7,19
435,9,0
436,22,0
437,23,22
438,9,8
439,29,0
440,17,0
441,14,0
442,12,0
443,25,27
444,25,21
445,5,0
446,8,0
447,8,0
448,29,0
449,9,0
450,10,0
451,11,4
452,11,30
453,27,0
454,3,0
455,9,18
456,7,28
457,17,26
458,1,14
459,23,17
460,22,0
461,20,0
462,25,1
463,18,3
464,5,0
465,17,2
466,8,10
467,2,0
468,8,12
469,28,4
470,11,21
471,8,15
472,22,6
473,12,0
474,21,19
475,3,0
476,13,15
477,16,0
478,7,0
479,28,18
480,18,0
481,27,3
482,13,18
483,7,4
484,2,0
485,24,0
486,19,0
487,20,16
488,23,0
489,26,18
490,28,13
491,19,0
492,19,0
493,30,0
494,19,0
495,22,0
496,3,0
497,3,10
498,8,16
499,16,28
500,13,0
501,18,0
502,2,0
503,3,0
504,12,0
505,22,0
506,6,2
507,14,0
508,27,0
509,1,27
510,2,0
511,30,0
512,19,1
513,14,0
514,18,0
515,14,0
516,3,2
517,16,0
518,8,27
519,14,29
520,8,24
521,8,0
522,5,15
523,20,18
524,18,0
525,12,7
526,9,0
527,19,0
528,12,26
529,13,0
530,2,7
531,3,0
532,2,25
533,4,15
534,3,29
535,14,26
536,25,0
537,29,0
538,29,0
539,17,29
540,10,2
541,25,0
542,12,0
543,27,12
544,3,10
545,8,0
546,9,0
547,20,0
548,7,26
549,17,29
550,7,25
551,10,30
552,15,2
553,13,9
554,12,0
555,2,22
556,9,20
557,19,0
558,30,0
559,12,1
560,19,25
561,1,27
562,22,0
563,25,0
564,24,22
565,22,0
566,18,11
567,5,1
568,17,16
569,28,30
570,19,27
571,11,0
572,17,0
573,6,13
574,10,0
575,17,23
576,27,2
577,13,0
578,27,1
579,13,0
580,16,22
581,21,0
582,1,22
583,4,11
584,22,0
585,30,0
586,2,0
587,26,17
588,16,17
589,16,0
590,2,0
591,19,0
592,21,20
593,24,20
594,10,28
595,16,0
596,8,25
597,28,11
598,28,18
599,12,0
600,8,0
